01	Diamond Sūtra 金剛般若波羅蜜經	file	Chinese	Traditional	Sūtra	corpus_entry.php?uri=diamond-sutra-taisho.md	Taishō Tripiṭaka	如是我聞	真言	diamond-sutra-taisho.txt	Kumārajīva	Vol. 8, No. 235	Prajnaparamita	334－413	diamond-sutra-taisho-tagged.txt	diamond-sutra-taisho-analysis.md	diamond-sutra-taisho-gloss.html	\N	Full Chinese and English text of the Sūtra based on the translation by Kumārajīva.
26	Diamond Sūtra Chapter 24 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch24-gloss.html&html=true	Taishō Tripiṭaka	福智無比分	\N	diamond-sutra-commentary-ch24.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch24-gloss.html	\N	The merits of prajñā are incomparable 福智無比分
27	Diamond Sūtra Chapter 25 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch25-gloss.html&html=true	Taishō Tripiṭaka	化無所化分	\N	diamond-sutra-commentary-ch25.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch25-gloss.html	\N	Transformations are not transformations 化無所化分
28	Diamond Sūtra Chapter 26 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch26-gloss.html&html=true	Taishō Tripiṭaka	法身非相分	\N	diamond-sutra-commentary-ch26.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch26-gloss.html	\N	The Dharmakāya is without appearance 法身非相分
29	Diamond Sūtra Chapter 27 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch27-gloss.html&html=true	Taishō Tripiṭaka	無斷無滅分	\N	diamond-sutra-commentary-ch27.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch27-gloss.html	\N	No severing, no annihilation 無斷無滅分
30	Diamond Sūtra Chapter 28 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch28-gloss.html&html=true	Taishō Tripiṭaka	不受不貪分	\N	diamond-sutra-commentary-ch28.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch28-gloss.html	\N	Not receiving, not desiring 不受不貪分
31	Diamond Sūtra Chapter 29 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch29-gloss.html&html=true	Taishō Tripiṭaka	威儀寂淨分	\N	diamond-sutra-commentary-ch29.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch29-gloss.html	\N	Power and position destroyed in silence 威儀寂淨分
32	Diamond Sūtra Chapter 30 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch30-gloss.html&html=true	Taishō Tripiṭaka	一合理相分	\N	diamond-sutra-commentary-ch30.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch30-gloss.html	\N	The principle of the unity of appearances 一合理相分
33	Diamond Sūtra Chapter 31 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch31-gloss.html&html=true	Taishō Tripiṭaka	知見不生分	\N	diamond-sutra-commentary-ch31.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch31-gloss.html	\N	Unborn knowing and perceiving 知見不生分
34	Diamond Sūtra Chapter 32 Commentary	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=gloss/diamond-sutra-commentary-ch32-gloss.html&html=true	Taishō Tripiṭaka	應化非真分	\N	diamond-sutra-commentary-ch32.txt	\N	\N	Prajnaparamita	\N	\N	\N	diamond-sutra-commentary-ch32-gloss.html	\N	Transforming the unreal 應化非真分
35	Diamond Sūtra (Sanskrit)	file	Sanskrit	IAST	Sūtra	corpus_entry.php?uri=diamond-sutra-sanskrit.md	UWest Digital Sanskrit Buddhist Canon	\N	---END---	diamond-sutra-sanskrit.txt	\N	\N	Prajnaparamita	\N	\N	diamond-sutra-sanskrit-analysis.html	diamond-sutra-sanskrit-gloss.html	\N	Full Sanskrit text of the Sūtra
36	Vajracchedika-prajbaparamitopadewa, Scroll 1 金剛般若波羅蜜經論 第1卷	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=diamond-sutra-commentary-vasubandhu1.md	Taishō Tripiṭaka	金剛般若波羅蜜經論卷上	中華電子佛典協會	diamond-sutra-commentary-vasubandhu1.txt	Bodhiruci	Vol. 25, No. 1511	Prajnaparamita	509	\N	diamond-sutra-commentary-vasubandhu1-analysis.md	diamond-sutra-commentary-vasubandhu1-gloss.html	\N	Commentary with verses by Asaṅga and commentary by Vasubandhu, 4th century.
37	Vajracchedika-prajbaparamitopadewa, Scroll 2 金剛般若波羅蜜經論 第2卷	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=diamond-sutra-commentary-vasubandhu2.md	Taishō Tripiṭaka	金剛般若波羅蜜經論卷中	中華電子佛典協會	diamond-sutra-commentary-vasubandhu2.txt	Bodhiruci	Vol. 25, No. 1511	Prajnaparamita	509	\N	diamond-sutra-commentary-vasubandhu2-analysis.md	diamond-sutra-commentary-vasubandhu2-gloss.html	\N	Commentary with verses by Asaṅga and commentary by Vasubandhu, 4th century.
38	Vajracchedika-prajbaparamitopadewa, Scroll 3 金剛般若波羅蜜經論 第3卷	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=diamond-sutra-commentary-vasubandhu3.md	Taishō Tripiṭaka	金剛般若波羅蜜經論卷下	中華電子佛典協會	diamond-sutra-commentary-vasubandhu3.txt	Bodhiruci	Vol. 25, No. 1511	Prajnaparamita	509	\N	diamond-sutra-commentary-vasubandhu3-analysis.md	diamond-sutra-commentary-vasubandhu3-gloss.html	\N	Commentary with verses by Asaṅga and commentary by Vasubandhu, 4th century.
39	Lectures on the Diamond Sutra by Jiang Wei Nong, Part 1 江味農《金剛般若波羅蜜經講義》(上)	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=jiangweinong.md	Taishō Tripiṭaka	金剛經講義	\N	diamond-sutra-commentary-jiangweinong1.txt	\N	\N	Prajnaparamita	\N	\N	jiangweinong-analysis.md	jiangweinong-gloss.html	\N	Full text of commentary Part 1
40	Lectures on the Diamond Sutra by Jiang Wei Nong, Part 2 江味農《金剛般若波羅蜜經講義》(中)	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=jiangweinong2.md	Taishō Tripiṭaka	（癸）次，顯勝所以	\N	diamond-sutra-commentary-jiangweinong2.txt	\N	\N	Prajnaparamita	\N	\N	jiangweinong2-analysis.md	jiangweinong2-gloss.html	\N	Full text of commentary Part 2
41	Lectures on the Diamond Sutra by Jiang Wei Nong, Part 3 江味農《金剛般若波羅蜜經講義》(下)	file	Chinese	Traditional	Commentary	corpus_entry.php?uri=jiangweinong3.md	Taishō Tripiṭaka	（己）次，約心明	\N	diamond-sutra-commentary-jiangweinong3.txt	\N	\N	Prajnaparamita	\N	\N	jiangweinong3-analysis.md	jiangweinong3-gloss.html	\N	Full text of commentary Part 3
